lemmatize_data,translate_data,sentimen
pasangan calon nomor dua jiwa negatifnya jalur mandiri mengontrol enaknya mandiri setuju pasangan calon nomor tiga suka,candidate pair number two negative soul independent path control the good of being independent agree candidate pair number three likes,Positif
warga jawa mendukung penuh pramono abang doel kesenian jakarta sebentar ibukota mendukung pasangan calon nomor tiga suka,"javanese people fully support pramono abang doel, jakarta's arts, for a moment the capital city supports candidate pair number three, likes",Netral
mendukung pasangan calon nomor dua abang dharma menarik,supporting candidate pair number two abang dharma interesting,Positif
nomor dua,number two,Netral
warga jakarta pilih mandiri,jakarta residents choose to be independent,Netral
komentar anomali ya data survei elektabilitas satu unggul sekian banyaknya komentar minim pendukung satu lembaga survei permainan,anomalous comments yes electability survey data one is superior so many comments minimal supporters one survey institution game,Positif
nomor dua jakarta maju jawa timur periode,number two jakarta advance east java period,Netral
dua ratus juta rukun warga diwujudkan abang,"two hundred million community groups were created, brother",Netral
internet gratis modus,free internet mode,Positif
puas lihat debat perdana panas santun menghargai menjatuhkan mengisi hebat pasangan calon satu dua tiga,"satisfied to see the first debate, hot, polite, respectful, dropping, filling, great, candidate pair one, two, three",Positif
masuk akal pilih dua programnya kabur,makes sense to choose two programs blur,Netral
dua suruh tidur saja rumah bangun suruh sekolah jawabannya utara selatan,two told to just sleep home wake up told to go to school the answer is north south,Netral
solusi pasangan calon dua masuk akal muluk-muluk menarik nomor dua,"the solution of the two candidate pairs is reasonable, grandiose, interesting, number two",Positif
mininal berterima kasih otaknya sesuai pemilihan presiden otaknya hilang gara² partai demokrasi indonesia koalisi mencalonkan koalisi koalisi indonesia maju perluasan takut lawan kotak kosong hadirkan dua kun² komisi pemilihan jalur mandiri tertawa hasil mencolong nomor induk kependudukan warga daerah khusus ibukota,minimal thank you his brain according to the presidential election his brain is gone because the indonesian democratic party coalition nominated the coalition the indonesian coalition advanced expansion was afraid of opposing empty box presenting two keys the independent election commission laughed at the results of stealing the population registration number of the special capital city region residents,Positif
dharma sok,dharma pretend,Netral
pemungutan suara dua prabowo gibran pemilihan pemilihan presiden pemilihan kepala daerah dukungan dua dharma kun tertawa tinggal indonesia jakarta mantan kartu tanda penduduk jakarta tertawa sukses dharma kun iya,voting two prabowo gibran election presidential election regional head election support two dharma kun laugh stay indonesia jakarta former jakarta resident card laugh success dharma kun yes,Positif
pendukung sarah zaenab,sarah zaenab supporter,Netral
warga bekasi pindah jakarta pilih dua dharma kun,"bekasi residents move to jakarta, choose two dharma kuns",Netral
hasil debat perdana nomor dua iya,the results of the first debate number two yes,Positif
menarik substansi nomor satu kuncinya uang uang nomor dua kebanyakan teori konspirasi nomor tiga normatif substansi efek jokowi ya pramono nya berniat rakyat poin² menjanjikan omong kosong memilih coblos,interesting substance number one the key is money money number two most conspiracy theories number three normative substance effect jokowi yes pramono his intention people points2 promises nonsense choose vote,Positif
tegang nomor dua,tense number two,Negatif
warga kalimantan timur mendukung penuh pramono doel daerah khusus ibukota jakarta,"east kalimantan residents fully support pramono doel, the special capital region of jakarta",Positif
mendukung nyoblos lucu,support funny voting,Positif
ketahuan banget pendukung tiga tertawa,it's really obvious that the three laugh supporters,Positif
nomor satu membahas dana tertawa rukun warga mahal mahal banget,number one discusses the community laugh fund is very expensive,Negatif
bikin tertawa dana dana korupsi tingkat rukun tetangga rukun warga,make laugh funds corruption funds neighborhood level residents' association,Positif
nomor dua menarik,number two is interesting,Positif
nomor satu membahas dana rukun warga tertawa,number one discusses neighborhood funds laughing,Netral
diktator pasangan calon dua banget,dictator of two candidate pairs,Netral
nomor dua visi misi pakai chat gpt tertawa,number two vision mission use chat get laugh,Positif
dua menang,two wins,Positif
orang jambi salut saja tuan ridwan kamil orangnya tenang ceroboh emosi satu dua tiga,"jambi people just salute mr. ridwan kamil, he is a calm person, careless, emotional one, two, three",Negatif
dua keren,two cool,Positif
dua menarik,two interesting,Positif
kosong dua gemetar calon ketuanya,empty two trembling candidates for chairman,Negatif
dharma mantap,steady dharma,Positif
pasangan calon nomor dua mandiri kalah pasangan calon nomor satu pasangan calon nomor dua menghargai hormat pasangan calon nomor tiga kesimpulan debat perdana debat pengaruh pasangan calon nomor tiga mempuni gubernur jakarta,candidate pair number two independently loses candidate pair number one candidate pair number two respects candidate pair number three conclusion of the first debate debate influence candidate pair number three has the governor of jakarta,Negatif
mandiri anti peraturan mulyono anti masker vaksin peduli racun dimasukkan tubuh rakyat,independent anti regulation mulyono anti mask vaccine care poison is put into people's bodies,Netral
nomor satu perencanaan nomor dua realistis nomor tiga mengalir saja sih tanggap,number one planning number two realistic number three just flow responsive,Positif
ketiganya rekam jejak rakyat daerah sih ridwan kamil suka menjelekkan warga jakarta tinggikan ridwan kamil dibanding jakarta mania parah dua rekam jejak apa-apa rakyat daerah,"the third is the track record of the local people, ridwan kamil likes to badmouth the people of jakarta, elevate ridwan kamil compared to jakarta mania, the second is the track record of the local people, nothing.",Netral
ya cari saja rekam jejak jabatan rekam jejak kali pengguna media sosial dibayar cari iya pasangan calon satu dua tiga rekam jejak mengapai saja kegiatannya undang podcast-podcast cerna mereka-mereka rekam jejaknya,"yes, just look for the track record of the position, track record of times, social media users are paid to look for yes, candidate pairs one two three track records, just reach their activities, invite podcasts, digest them, their track records",Positif
akses komisi pemilihan rezim mulyono mandiri partai berani pasangan calon satu tiga,access election commission regime mulyono independent party brave candidate pair one three,Positif
tiga tiga nya layak pimpin daerah khusus ibukota ridwan kamil suswono dharma kun pramono rano,"the three of them are worthy of leading the special capital region, ridwan kamil suswono, dharma kun pramono rano",Positif
dua,two,Netral
warga jawa gereget pengin coblos dua boneka partai,javanese people are annoyed to want to vote for two puppet parties,Negatif
tertipu politiknya dharma kawan pintar bicara terhipnotis pintar politiknya maju partai menipu masyarakat bodoh menganggap budak partai politiknya dharma sadar ayo kawan,"deceived by dharma's politics, clever friend, talkative, hypnotized, clever in politics, advanced party, deceived the stupid people, considered them slaves of his political party, dharma, wake up, come on friend",Negatif
dharma masuk akal penjelasannya mandiri,dharma makes sense independent explanation,Netral
cek latar belakangnya merekomendasikan jokowi calon mandiri kalah pemilu bupati solo ala gibran umumkan partai demokrasi indonesia perjuangan usulkan calon nya,background check recommends jokowi independent candidate loses solo regent election gibran style announces indonesian democratic party struggle proposes its candidate,Negatif
nomor dua,number two,Netral
sehat-sehat abang pramono abang rano aturan doa pendukung kesuksesan abang-abang pemilihan gubernur jakarta,stay healthy brother pramono brother rano prayer rules supporting the success of the brothers in the jakarta gubernatorial election,Positif
menyangka nomor urut dua keren dharma menarik banget,thought number two was cool dharma was really interesting,Positif
dua boneka partai mentertawakan orang memilih boneka partai hutang budi partai alhasil keputusannya murni pemikiran calon pemimpin nya,"two party puppets laugh at people choosing party puppets because of the party's debt of gratitude, the result is that the decision is purely based on the thoughts of the candidate for leader",Positif
dharma kun oke,dharma kun okay,Positif
dharma kun,dharma kun,Netral
dua terbaik,two best,Positif
dharma kun,dharma kun,Netral
dua lemah ahli,two weak experts,Negatif
debat unggul nomor satu rido nilai nomor dua pramono nilai nomor tiga dharma kun nilai aspek lihat pengetahuan skill kemampuan mengatasi dilapangan,debate superior number one rido value number two pramono value number three dharma kun value aspect see knowledge skill ability to overcome in the field,Positif
tanggapan dharma pramono kementerian komunikasi informatika dievaluasi kontrak pemilihan kepala daerah,dharma pramono's response to the ministry of communication and information evaluated the regional head election contract,Netral
pramono dharma wakil ketua badan siber sandi negara terkait data data rahasia terkurung mandiri internet lupa debat pemilihan kepala daerah,"pramono dharma, deputy chairman of the national cyber and encryption agency, regarding confidential data, independent internet, forgot regional head election debate",Netral
pramono dharma langkah preventif teknisnya aparat penegak hukum,pramono dharma technical preventive steps of law enforcement officers,Netral
dharma pramono sumber daya manusia menempatkan cctv kejahatan meningkatkan perekonomian rakyat insentif rendah kali dua menaikkan ekonomi mengatasi permasalahan sosial menarik,dharma pramono human resources placing cctv crime increasing people's economy low incentives times two increasing the economy overcoming social problems interesting,Positif
tanggapan siswono kun desain musyawarah level rukun tetangga prioritas saja berkeadilan menarik,siswono kun's response to the design of the neighborhood level deliberation is a priority that is fair and interesting,Positif
tanggapan dharma kamil proporsionalnya ekonominya beda beda,dharma kamil's response is that the economic proportions are different,Positif
dharma rido mekanisme uang anggaran pendapatan belanja daerah rukun tetangga tim membina teori desentralisasi bali kota rukun tetangga rukun warga mobil bebas malam generasi saja diatur peraturan gubernur pembiayaan pelaksanaannya realistis,dharma rido mechanism of money budget revenue expenditure regional neighborhood association team fostering decentralization theory bali city neighborhood association citizens association car free night generation only regulated by governor's regulations financing implementation realistic,Positif
tanggapan dharma terkait pandemi koordinasi level pusat kolaborasi,dharma response regarding pandemic coordination center level collaboration,Negatif
ridwan dharma COVID-19 dharma teliti isu,ridwan dharma covid-19 dharma research issues,Netral
tanggapan rano strategi anggaran pendapatan belanja daerah daerah khusus jakarta mandiri ya,"rano's response to the regional budget strategy for the special region of jakarta is independent, yes",Positif
tanggapan kun rano ketepatan permintaan pelatihan koordinasi lembaga terkait dunia usaha kebutuhan suplai dua investasi,"kun rano's response to the accuracy of the request for training on coordination of institutions related to the business world, the need for supply of two investments",Netral
tanggapan siswono satu modal kewirausahaan dua gerakan anak muda tiga pelatihan magang realistis,siswono's response one entrepreneurial capital two youth movements three realistic internship training,Positif
tanggapan rano kun dilestarikan pola pikir dibentuk produk hasil budaya berbeda calon mantap bidangnya rano karno,"rano kun's response is preserved, the mindset is formed by the product of different cultures, a solid candidate in his field, rano karno",Netral
siti zuhro ambil bola subtema ketahanan budaya huruf sih kun wardana ketahanan budaya betawi perkampungan budaya strategi lumayan budaya betawi punah kun wardana satu meningkatkan kesadaran membangun sekolah dasar dua sarana prasarana rukun tetangga tiga penggunaan gratis fasilitas dana abadi seniman kesejahteraan seniman pekerjaannya biayanya,siti zuhro takes the ball sub-theme cultural resilience letters sih kun wardana betawi cultural resilience cultural village strategy quite betawi culture is extinct kun wardana one increasing awareness building elementary schools two infrastructure neighborhood associations three free use of facilities artist endowment fund artist welfare their work costs,Positif
tanggapan siswono tanggapan terima kasih dukungan setuju,siswono's response response thank you support agree,Netral
tanggapan kun suswono terkait tata kelola pemerintah koordinasi daerah khusus jakarta pusat efisiensi birokrasi transparansi digital setuju siswono,kun suswono's response regarding the governance of the central jakarta special regional coordination bureaucratic efficiency digital transparency agrees siswono,Positif
suswono kualitas udara tata kelola pemerintahan aduan langsung digital dana dikelola transparan menarik,suswono air quality governance governance direct complaints digital funds managed transparently attractive,Positif
tanggapan dharma kun sumber daya manusia mendahulukan warga jakarta jaminan sayang pendapatku pilih kasih,dharma kun's response human resources prioritize jakarta residents guarantee love my opinion favoritism,Positif
tanggapan rido sumber daya manusia satu rukun tetangga rukun warga kemandirian realistis,rido response human resources one neighborhood association citizens' association independence realistic,Positif
tiga sub tema pramono rano sumber daya manusia menempatkan kelurahan pusat mandiri berkelanjutan solusi ditawarkan job fair disetiap kecamatan kelurahan pendapatku suplai permintaan,three sub themes pramono rano human resources place sub-district center independent sustainable solutions offered job fairs in each sub-district sub-district my opinion supply demand,Negatif
transportasi dua dharma kun rinci terkait kemacetan terkait penurunan indeks kemacetan,transportation two dharma kun details related to congestion related to the decrease in the congestion index,Netral
komentar mendukung dua semangat,comments support two spirits,Netral
dharmakun menang,dharmakun wins,Positif
dua logis,two logical,Positif
tuhan campur tangan daerah khusus ibukota jakarta dharma,"god intervenes in the special capital region of jakarta, dharma",Positif
coblos nomor dua visi misi petugas partai macam-macam turunkan jalan,vote number two vision mission party officials various take to the streets,Netral
ayo warga jakarta nya pilih mandiri,"come on jakarta residents, choose to be independent",Netral
menang dharma kun lihat perbedaan coba saja kawan-kawan partai politik partai politik partai politik saja kotorannya lihat coba mandiri,win dharma kun see the difference just try friends political parties political parties political parties just look at the dirt try to be independent,Positif
dharma menyala rakyat lelah dibohongi salam semoga dharma solusi rakyat jakarta amin ya rabbal alamin,dharma lights up the people are tired of being lied to greetings may dharma be the solution for the people of jakarta amen ya rabbal alamin,Negatif
lucu saja tiga pasangan calon pasangan calon nomor dua mandiri didebat malam tiga pasangan calon pasangan calon pasangan calon nomor dua bicara penyampaian visi misi tata bahasa nya berantakan bersemangat gerakan tubuh tangan tenang agresif memerintah berasa mengajar emosional segi bahasa program-program susun rapi melebar mana-mana terkait pembicaraan pasangan calon dua realistis respon,"it's funny that three pairs of candidates, candidate pair number two, were debated at night. three pairs of candidates, candidate pair number two, talked about their vision and mission. their grammar was messy. they were enthusiastic, their body movements, their hands were calm, aggressive, commanding. they felt like they were teaching. they were emotional. in terms of language, the programs were neatly arranged and spread out everywhere. they were related to the discussion of candidate pair two, realistic, responses.",Positif
dharma kun terbaik,the best dharma kun,Positif
jakarta senang dharma,jakarta is happy dharma,Positif
dharma pongrekun,dharma pongrekun,Netral
ridwan kamil membosankan sumpah seru lihat tuan pramono dharma,"ridwan kamil is boring, i swear it's exciting to see mr. pramono dharma",Negatif
satu tiga peluang korupsi sulit perubahan dua ideal sulit rakyat sadar,one three opportunities corruption difficult change two ideals difficult people aware,Negatif
percaya partai mandiri mendukung rakyat maju dharma,believe independent party supports people's progress dharma,Netral
nomor dua aja,number two only,Netral
dharma,dharma,Netral
mantap dharma,steady dharma,Positif
the terbaik dharma beliau orang cerdas berani sosok pemimpin umat bin khattab,"the best dharma, he was an intelligent, brave person, the figure of the leader of the ummah, bin khattab",Positif
penjelasannya dharma pongrekun membuang buang anggaran berusaha menggunakannya,the explanation is dharma pongrekun wasting the budget trying to use it,Netral
cerdas dharma jakarta utamakan pekerjaan menerapkan negara maju singapura warga lokal utamakan pemerintah kontribusi peraturan,smart dharma jakarta prioritize work implementing advanced country singapore local citizens prioritize government contribution regulations,Positif
tulus nya dharma tulus nya prabowo,"the sincerity of dharma, the sincerity of prabowo",Netral
penuh dua,full of two,Positif
dharmakun pasangan calon nomor dua tolong terpercaya rakyat jakarta tolong melibatkan anies timnya membantu pemerintahan jakarta masukan nasihat kesejahteraan rakyat daerah khusus ibukota jakarta setara beradab memungkiri rakyat jakarta mencintai anies tim,dharmakun candidate pair number two please trust the people of jakarta please involve anies his team help the jakarta government provide advice on the welfare of the people of the special capital region of jakarta equally civilized deny the people of jakarta love anies' team,Positif
menit satu jam menit sependapat nomor urut dua menilai poinnya masuk akal semoga terpercaya rakyat jakarta salam warga jakarta warga bekasi,"minute one hour minute agree number two thinks the point is reasonable hopefully trusted by the people of jakarta greetings from the people of jakarta, the people of bekasi",Positif
percaya partai politik jalur mandiri kasih panggung,believe political parties on the independent path give the stage,Netral
berani hapus sistem penerimaan peserta didik zonasi ganti pakai standar ujian nasional masuk sekolah negeri mendukung,"dare to abolish the zoning student acceptance system and replace it with national exam standards to enter state schools, support",Netral
dharma dua,dharma two,Netral
bagus pemilihan gubernur pemilihan presiden jalur mandiri petugas partai benar-benar murni petugas rakyat indonesia,good gubernatorial election presidential election independent path party officials are truly pure indonesian people's officials,Positif
mandiri pilih,independent choice,Netral
pendukung pasangan calon dua menyukai nya,supporters of candidate pair two like it,Netral
hidup dua,live two,Positif
paham pola pikir dharma ngawur omong kosong pola pikirnya hebat,understand the dharma mindset nonsense nonsense his mindset is great,Positif
lelah menyukai orang memilih pasangan calon dua,tired of liking people choosing two candidate pairs,Negatif
semoga dharma kun menang,may dharma kun win,Positif
masya allah mendukung pakai dharma,"masha allah, i support using dharma",Netral
fiks nomor dua anggota partai mandiri mendukung rakyat beban partai pilih mendukung rakyat warga jakarta warga jakarta benar-benar merasakan perubahan,fix number two independent party members support the people the burden of the party chooses to support the people jakarta residents jakarta residents really feel the change,Positif
struktur berpikir analisis nya tajam dharma berasa mendukung analisis mendalam nya,"his analytical thinking structure is sharp, dharma feels like it supports his in-depth analysis.",Negatif
ayo dharma,come on dharma,Netral
dharma,dharma,Netral
darmakun,darmakun,Netral
ayo jakarta dipimpin mandiri partai mencederai demokrasi,"come on jakarta, led by an independent party, it is harming democracy",Netral
harga mati dharma pongrekun menang melawan elit global,dharma pongrekun's death sentence wins against the global elite,Positif
nomor dua dharma,number two dharma,Netral
warga jakarta pasangan calon mandiri memimpin jakarta alasannya satu milik warga milik partai dua kepentingan warga tiga amanah amanah penguasa partai politik kebijakannya pasangan calon mandiri satu langkah warga pasangan calon partai politik satu kaki diikat kepentingan partai,"jakarta residents, independent candidate pair lead jakarta, the reason is one, owned by the residents, owned by the party, two, the interests of the residents, three, the mandate, the mandate of the ruler, the political party, its policies, the independent candidate pair, one step, the residents, the candidate pair, the political party, one foot is tied to the interests of the party",Netral
pemodal peralatan kekuasaan lengkap mandiri,complete power equipment financier independent,Positif
diusahakan masyarakat mendukung,community efforts to support,Netral
calon mandiri hutang politik partai petugas rakyat petugas,independent candidate political debt party people's official officer,Netral
dharma kun momentum insya Allah pemilihan kepala daerah nya langsung umum bebas rahasia jujur adil,"dharma kun momentum, god willing, the regional head elections will be direct, general, free, secret, honest, fair",Positif
loh dharma emosional pemilihan kepala daerah daerah khusus ibukota presiden,loh dharma emotional election of regional heads of the special capital region president,Positif
pegang dharma menjabat dua calon menjabat terbukti,hold dharma serving two candidates serving proven,Netral
pergi dua dharma kun,go two dharma kun,Netral
dharma sembarangan mantan polisi ya tertawa,dharma carelessly former police yes laugh,Positif
dharma mendukungmu bubarkan ikatan dokter indonesia mari zaman batu,"dharma supports you to disband the indonesian doctors association, let's go to the stone age",Netral
hubungan ya dharma pramono,relationship yes dharma pramono,Netral
lihat dharma berbicara almarhum tuan rangga ya,see dharma speaking the late lord rangga yes,Negatif
mandiri kesempatan mengabdi tulus hati hutang budi partai orang jakarta mendoakan semoga dharma kun gubernur daerah khusus ibukota,independent opportunity to serve sincerely debt of gratitude party people of jakarta pray that dharma kun governor of the special capital region,Positif
pergi nomor dua,go number two,Netral
warga jakarta mendukung dharma mandiri campur tangan terpenting takut tuhan,"jakarta residents support independent dharma, the most important thing is to fear god",Positif
dharma gubernur,dharma governor,Netral
dharma menjabat jenderal sanksi diparkir menuruti pesan pesan penyokong beliau tulus keselamatan rakyat agenda elit global,dharma served as general sanctioned parked following the messages of his supporters sincere safety of the people global elite agenda,Positif
coba mandiri mandiri terpaku dipengaruhi diatur kelompok partai koalisi transparan kampanye pakai uang pakai konsultasi politik mandiri rakyat,try independent independent fixated influenced regulated group party coalition transparent campaign use money use political consultation independent people,Netral
mandiri beraksi laksanakan,independent action carry out,Positif
dharma kun daerah khusus ibukota jakarta,dharma kun special capital region of jakarta,Positif
dharma,dharma,Netral
dharma ya allah,dharma oh god,Netral
realitanya orang dukungan partai mudah menjalani programnya dukungan partainya mandiri kecuali taat kemauan partai masyarakat komunal berbeda mayoritas dijauhi,"the reality is that people who support a party find it easy to carry out its programs, those who support the party are independent unless they obey the wishes of the party, the majority of communal communities are different and are shunned",Positif
hati tulus jakarta dharma,sincere heart jakarta dharma,Positif
pasangan calon nomor dua lihat alami angan angan ide ide program realistis kaya beban menang tertawa hormat,candidate pair number two see natural dreams ideas ideas realistic programs rich burden win laugh respect,Positif
nomor dua juara nya,number two is the champion,Netral
calon bagus pasangan dua tiga kata-katanya relevan sopan eksekusi memilih pemimpin pintar udang batu pasangan nomor dua pintar bicara eksekusi terima kasih,good candidate pair two three words relevant polite execution choose smart leader shrimp stone pair number two smart talk execution thank you,Positif
bismillah dharma menang,"bismillah, dharma wins",Positif
dua mantap,two steady,Positif
ayo menangkan pasangan calon nomor dua dharma partai politik mandiri memiliki pemikiran luas mengutamakan adab agama adab ilmu,"come on, let's win the candidate pair number two, dharma, the independent political party, has broad thinking, prioritizes religious manners, scientific manners",Positif
ayo dharma mengalahkan partai,"come on dharma, defeat the party",Netral
warga jakarta kesempatan memilih gubernur memperhatikan kepentingan rakyat takut tekan pengurus partai pilih komisaris jendral purna dharma kun pintar gagasannya bagus masuk akal,"jakarta residents have the opportunity to elect a governor, pay attention to the interests of the people, are afraid to pressure party administrators, elect commissioner general purna dharma kun, who is smart, has good ideas, makes sense",Positif
nomor dua nyalon ya pola pikirnya penganut bumi datar,"number two in the race, yes, the mindset of a flat earth believer",Negatif
visi misi pasangan calon dua asli hasil-hasil chatgpt,"vision and mission of the two original candidate pairs, chatgpt results",Positif
semoga dharma gubernur,may the governor's dharma,Netral
dharma,dharma,Netral
tim sukses nya dua,his successful team two,Positif
menarik dharma kun konsiten adab penyampaian pendapat pandangannya debat debat semoga tuhan memberkati gubernur daerah khusus ibukota jakarta,interesting dharma kun consistent manners of expressing opinions his views debate debate may god bless the governor of the special capital region of jakarta,Positif
warga jawa barat mendukung tiga,west java residents support three,Netral
pakai dharma,use dharma,Netral
ridwan kamil gagasan calon nomor tiga dharma kun tulus berani semoga nomor urut dua,"ridwan kamil, candidate number three, dharma kun, sincere, brave, hopefully number two",Positif
penasaran pramono anung salah fokus dharma kayaknya beliau orang omong lurus langsung laksanakan sikat kesal suara jatuh nomor dua,curious pramono anung wrong focus dharma seems like he is a straight talker immediately carried out the brush annoyed voice fell number two,Negatif
kun menarik dipimpin bocah super jenius lulus umur gelar insinyur umur,kun is interesting led by a super genius boy who graduated from engineering degree age,Positif
dharma kun,dharma kun,Netral
dharma dharma,dharma dharma,Netral
lucu nya umur segini dana rukun warga satu miliar halo dana pemilu presiden saja mengambil rukun tetangga tenda pakai gratis tenda masjid makan pakai membongkar lucu visi misi nomor satu rukun warga memilih nomor satu uang nya saja,"funny thing is that at this age, the community association fund is one billion, hello, the presidential election fund is just taking the neighborhood association tents for free, the mosque tents for food are used, dismantling it, funny, the vision and mission of number one, the community association chooses number one, just the money",Positif
dharma partai menarik muluk-muluk,dharma party is very attractive,Positif
dharma logis,logical dharma,Positif
gue orang jakarta gue pilih nomor dua,"i'm from jakarta, i choose number two",Netral
dharma daerah khusus ibukota satu ayo warga daerah khusus ibukota mendukung dharma partai politik ayo dharma,dharma special capital region one come on residents of the special capital region support dharma political party come on dharma,Positif
dharma,dharma,Netral
partai bagus jas bagus tertawa sadar kagak sih partai boneka dihabiskan sehabis-habisnya sekelas gubernur halo negara jalur partai suka suka mandiri dipengaruhi partai presiden saja partai sekelas gubernur hidup bebas hawai politik sinetron terbaik tiga calon akur menang nomor satu sih,good party good suit laugh realize not that puppet party is exhausted completely governor class hello country party path like like independent influenced by party president only governor class party live freely hawaii politics best soap opera three candidates get along win number one,Positif
suka dharma semoga terpilih,like dharma hopefully chosen,Netral
perjuangan pemikiran beliau ramai covid-19 beliau kasih peringatan bermain ancaman terulang nya zaman dua ribu dua puluhan perceraian dimana pengangguran keruntuhan ekonomi dimana represif aparat dugaan manipulasi mafia kesehatan sadari lihatlah dunia pergerakan konflik butuh orang orang beliau,his struggle of thought is crowded with covid-19 he gave a warning playing the threat of repeating the era of the 2000s divorce where unemployment economic collapse where repressive authorities suspected manipulation of the health mafia realize look at the world movement conflict needs people he,Positif
dharma menarik menang bagus,dharma interesting win good,Positif
warga jakarta memilih dharma,jakarta residents choose dharma,Netral
lucu komentar dharma pongrekun tuan darling salam orang-orang kekuatan,funny comment dharma pongrekun sir darling greetings people of strength,Positif
menyala dharma,light up dharma,Positif
mantap dharma membasmi isu berguna bermanfaat nyata pemerintahan mulyono anteknya kebijakannya dungu sekolam,mantap dharma eradicate issues that are useful and real benefits mulyono government his lackeys his policies are stupid school,Negatif
mandiri maju,independent progress,Netral
bismillah dharma pongrekun sehat,bismillah dharma pongrekun is healthy,Positif
warga makassar senang lihat dharma semoga menang ya amin ya allah,"makassar residents are happy to see dharma, hopefully he wins, amen, oh god",Positif
dua oke laksanakan,two okay do it,Positif
super dharma,super dharma,Positif
jawa barat doa nomor dua semoga menang amin,"west java prayer number two, may you win, amen",Positif
tiga bagus gue suka mengasih kesempatan mandiri gubernur beliau potensi,three good i like to give the governor the opportunity to be independent he has the potential,Positif
dua semoga terpercaya,two hopefully trustworthy,Netral
pasangan calon dua berbicara nya saja melihati teks hati ya bohong,"the two candidate pairs just talked about looking at the text of their hearts, yes, they are lying",Netral
dharma kun bagus,dharma kun is good,Positif
orang partai sombong ketawa-ketawa sombong gara-gara logistik nya lupa nyoblos rakyat pikir logistik menang hati membolak-balikkan tuhan pikir tuhan pencoblosan menang pemilihan jakarta memilih mandiri tulus bosan lihat orang-orang partai politik janji-janji eksekusi nya kerjanya menyindir mengeluh malu malu kader kelakuan nya kader kelakuan nya model,arrogant party people laugh arrogantly because of their logistics forget to vote people think logistics win hearts turn god upside down think god voting win jakarta election choose independent sincere bored see political party people promise execution work sarcastic complain embarrassed embarrassed cadres their behavior cadres their behavior model,Positif
menunggu klasik debat nya dharma laksanakan lelah kelakuan oligarki mafia semoga menang,waiting for the classic debate dharma will carry out tired of oligarchy mafia behavior hopefully win,Positif
mandiri mantap dharma cerdas pintar dharma dipersembahkan dharma pongrekun kun wardana kun fayakun kolaborasi mantap sama² cerdas Indonesia heterogen berdampingan berbeda,independent steady dharma intelligent smart dharma presented dharma pongrekun kun wardana kun fayakun collaboration steady together intelligent indonesia heterogeneous side by side different,Positif
kompeten pengalaman ridwan nomor tiga partai demokrasi indonesia banget pengin tunjukkan anak kampung nomor dua jalur mandiri menang pilih dasar nya kepolisian,competent experience ridwan number three the indonesian democratic party really wants to show village children number two independent path wins choose the basis of the police,Positif
dharma kun orang merekomendasikan mulyono jokowi,dharma kun people recommend mulyono jokowi,Netral
ketiga pasangan calon pasangan calon dua solusi pilih jujur beradab dibandingkan dipengaruhi partai kepentingan elite,"the third pair of candidates, the second pair of candidates, choose honest, civilized solutions rather than being influenced by elite interest parties.",Positif
semoga dharma gubernur daerah khusus ibukota jakarta,may the dharma of the governor of the special capital region of jakarta,Positif
menenggelamkan partai biarkan mandiri berkreasi,sink the party let the independent be creative,Positif
dengar pantun tim ruang liputan media narasi disisipkan video tiktok jahat nomor dua,listen to the media coverage team's rhyme narrative inserted evil tiktok video number two,Negatif
dharma kun mantap mari mendukung mari berjuang selamatkan jiwa keluarga,dharma kun mantap let's support let's fight to save the family's soul,Netral
semoga dharma menang amin,"may dharma win, amen",Positif
dharma,dharma,Netral
lihat dharma suasananya tuan rangga,"look at the atmosphere of dharma, mr. rangga",Netral
kaya serius dua pasangan satunya modal percaya tertawa,rich serious two couples one capital believe laugh,Positif
perasaan sih semoga nomor dua mantap,i feel like i hope number two is great,Positif
dharma kun sosok varian pilihan menjanjikan rakyat muak pilihan,"dharma kun, a variant of choice, promises people are fed up with choices",Netral
auranya mandiri menyala,his aura is self-sufficiently lit,Netral
kolom komentar terpantau mendukung nomor dua sindiran,the comments column is seen to support number two satire,Netral
dharma insyaallah terpercaya,dharma god willing is trustworthy,Positif
beliau dharma menjalankan tugas,he dharma carries out his duties,Netral
nomor dua duta adab,number two ambassador of manners,Netral
mendukung COVID-19 penipu kenyataan uang COVID-19 dikorupsi tingkat desa vaksin COVID-19 bisnis luhut untung,support covid-19 fraudster reality covid-19 money is corrupted at village level covid-19 vaccine luhut's business profit,Netral
nomor dua,number two,Netral
ridwan kamil mimpi indah santai merasakan betapa susahnya kehidupan sosok berani betapa susahnya hidup rakyat dharma kun berani berapi-api menolong warga jakarta tersingkirkan,"ridwan kamil, a beautiful dream, relaxed, feeling how difficult life is, a brave figure, how difficult life is for the people, dharma kun, brave and fiery, helping the people of jakarta who were pushed aside",Positif
dharma,dharma,Netral
dua baca saja berbelit,two reads only convoluted,Netral
dharma,dharma,Netral
partai mengusung nomor dua,the party carries number two,Netral
dharma,dharma,Netral
dharma kun jakarta indonesia,dharma kun jakarta indonesia,Netral
tertawa dharma kun dharma kun orang menghapal,laugh dharma kun dharma kun people memorize,Positif
dharma kun fayakun semoga menang jakarta hebat,dharma kun fayakun hopefully jakarta wins great,Positif
insya allah nomor dua,god willing number two,Positif
mendukung mandiri lupa lolos mencatut kartu tanda penduduk orang,support independent forget to pass to steal other people's id cards,Negatif
