lemmatize_data,translate_data,sentimen
warga jakarta pasangan calon mandiri memimpin jakarta alasannya satu milik warga milik partai dua kepentingan warga tiga amanah amanah penguasa partai politik kebijakannya pasangan calon mandiri satu langkah warga pasangan calon partai politik satu kaki diikat kepentingan partai,"jakarta residents, independent candidate pair lead jakarta, the reason is one, owned by the residents, owned by the party, two, the interests of the residents, three, the mandate, the mandate of the ruler, the political party, its policies, the independent candidate pair, one step, the residents, the candidate pair, the political party, one foot is tied to the interests of the party",Netral
nomor tiga the terbaik rano karno cerdas banget,number three the best rano karno is very smart,Positif
hubungan ya dharma pramono,relationship yes dharma pramono,Netral
calon bagus pasangan dua tiga kata-katanya relevan sopan eksekusi memilih pemimpin pintar udang batu pasangan nomor dua pintar bicara eksekusi terima kasih,good candidate pair two three words relevant polite execution choose smart leader shrimp stone pair number two smart talk execution thank you,Positif
tiga tiganya lucu lucu rusak jakarta,three of them are funny funny broken jakarta,Positif
warga jawa barat mendukung tiga,west java residents support three,Netral
ridwan kamil gagasan calon nomor tiga dharma kun tulus berani semoga nomor urut dua,"ridwan kamil, candidate number three, dharma kun, sincere, brave, hopefully number two",Positif
penasaran pramono anung salah fokus dharma kayaknya beliau orang omong lurus langsung laksanakan sikat kesal suara jatuh nomor dua,curious pramono anung wrong focus dharma seems like he is a straight talker immediately carried out the brush annoyed voice fell number two,Negatif
partai bagus jas bagus tertawa sadar kagak sih partai boneka dihabiskan sehabis-habisnya sekelas gubernur halo negara jalur partai suka suka mandiri dipengaruhi partai presiden saja partai sekelas gubernur hidup bebas hawai politik sinetron terbaik tiga calon akur menang nomor satu sih,good party good suit laugh realize not that puppet party is exhausted completely governor class hello country party path like like independent influenced by party president only governor class party live freely hawaii politics best soap opera three candidates get along win number one,Positif
romi soekarno merampas hak rakyat memilih sri rahayu adrian najwa diam bohir membayar partai demokrasi indonesia perjuangan,romi soekarno took away the people's right to vote sri rahayu adrian najwa silence bohir paid for the indonesian democratic party of struggle,Positif
mantap tuan pramono abang doel,"steady on, mr. pramono, brother doel",Positif
abang doel jakarta berkolaborasi jakarta kota kolaborasi dilanjutkan,brother doel jakarta collaborates jakarta city collaboration continues,Netral
tiga bagus gue suka mengasih kesempatan mandiri gubernur beliau potensi,three good i like to give the governor the opportunity to be independent he has the potential,Positif
kompeten pengalaman ridwan nomor tiga partai demokrasi indonesia banget pengin tunjukkan anak kampung nomor dua jalur mandiri menang pilih dasar nya kepolisian,competent experience ridwan number three the indonesian democratic party really wants to show village children number two independent path wins choose the basis of the police,Positif
ketiga pasangan calon pasangan calon dua solusi pilih jujur beradab dibandingkan dipengaruhi partai kepentingan elite,"the third pair of candidates, the second pair of candidates, choose honest, civilized solutions rather than being influenced by elite interest parties.",Positif
nomor tiga baca teks tertawa,number three read text laugh,Positif
pramono doel matang,pramono doel mature,Positif
ridwan kamil sih doel pilih genap sarah saja galau wakil gubernur daerah khusus ibukota,"ridwan kamil, do you choose an even number, sarah is confused about being the deputy governor of the special capital city region?",Negatif
fiks tiga,fix three,Netral
prabowo berjalan sesuai relnya bingung memilih tuan pramono doel darmakun,"prabowo is walking on the right track, confused about choosing mr. pramono doel darmakun",Negatif
tuan pramono abang doel bersahaja jujur kejadian masyarakat harmonis rukun,"mr. pramono abang doel is modest, honest, the events of a harmonious and harmonious society",Positif
nomor satu tiga drama kepintaran ujung-ujung nya menggoda,number one three drama intelligence ends in seduction,Netral
mohon maaf jakarta pramono doel lihat diluar pasangan calon pramono doel kesalahan tertawa,sorry jakarta pramono doel look outside the candidate pair pramono doel laugh mistake,Negatif
dharma bagus pengalaman ridwan awang-awang awang pramono rapi on poin silakan dipilih teman teman jakarta belas jakarta,dharma good experience ridwan awang-awang awang pramono neat on point please choose friends jakarta bela jakarta,Positif
tuan pramono abang doel oke,"mr. pramono, brother doel is okay",Positif
pendapat pribadi dharma berbicara mimik muka ridwan kamil meremehkan ya dibumbui senyum sinis beda tuan pramono menghargai mendengarkan seksama penyampaian dharma kun beban retorika pramono rano memiliki visi misi menyatu ciri khas kebutuhan jakarta pasangan rido pandai beretorika sulit mewujudkan program kelas nya jejak rekam memimpin jawa barat,personal opinion dharma speaks facial expression ridwan kamil belittles yes spiced with a sarcastic smile different mr pramono appreciates listening carefully to dharma kun's delivery burden of rhetoric pramono rano has a unified vision and mission characteristic needs jakarta partner rido is good at rhetoric it is difficult to realize his class program track record of leading west java,Positif
objektif tuan kamil pramono abang doel saja bagus kandidat,mr kamil pramono's objective is that brother doel is a good candidate,Positif
serius calon nomor dua kosong banget berbobot serius maaf ya pendukung nya tiga calon nomor dua berbobot pendapat pribadi silakan utarakan pendapat,"seriously candidate number two is really empty, seriously sorry, yes, the supporters are three candidates number two has weight, personal opinion please express your opinion",Negatif
nomor tiga berkualitas,number three quality,Netral
nomor tiga rano karno anies baswedan,number three rano karno anies baswedan,Netral
rano menyambung,rano continued,Netral
nomor satu adil partai koalisi nomor dua bawa semangat revolusi simbol perlawanan perubahan nomor tiga patuh kebijakan mega,number one fair coalition party number two bring the spirit of revolution symbol of resistance to change number three obey mega policies,Positif
satu tiga saja bosnya sih mulyono,"just one or three, boss mulyono",Netral
tiga nya bagus,all three are good,Positif
memantapkan warga jakarta menangkan tiga salam saudara negara kesatuan republik indonesia vietnam,to strengthen jakarta residents to win three brotherly greetings of the republic of indonesia to vietnam,Positif
mantap pasangan calon nomor tiga nusa tenggara timur menyala kakak merah menyalahkan,steady candidate pair number three east nusa tenggara lights up red brother blames,Positif
abang doel wakil bupati kabupaten tangerang wakil gubernur banten sekolah dasar gubernur banten hasilnya maaf skenario akting abang ahli hasil menjabat berdampak abang kinerja tangerang maju pengusaha properti bangun jalan gedung giliran jalan dikelola pemerintah hancur berantakan dibangun kuat hitungan proyek lucu lelucon sampah ampun ampunan tergeletak pinggir jalan jijik bau warga tangerang rekomendasi sih doel pimpinan tenar saja modalnya,brother doel deputy regent of tangerang district deputy governor of banten elementary school governor of banten results sorry acting scenario brother expert results in office impact brother performance tangerang progress property entrepreneur build road building turn road managed by government destroyed fall apart built strong calculation funny project jokes garbage forgive me lying on the side of the road disgusting smelly tangerang residents recommendation sih doel leader famous just capital,Negatif
komentar dukungan nomor dua tiga pemilihan kebanyakan nomor satu waspadalah,comments support number two three most votes number one beware,Positif
yuk abang doel,"come on, brother doel",Netral
orang bekasi netral lihat kompeten satu tiga nomor dua jawabannya menyambung berasa podcast,bekasi people neutral see competent one three number two the answer continues feel podcast,Positif
pasangan calon tiga cctv rukun tetangga visi misi lelucon saja visi misi jual obat,candidate pair three cctv neighborhood association vision mission just a joke vision mission selling drugs,Netral
bismillah pramono abang doel bismillah menang,bismillah pramono brother doel bismillah you will win,Positif
pasangan calon satu pasangan calon tiga gaya debat gaya memuakkan mengumbar janji nihil bukti pasangan calon satu pasangan calon tiga petugas partai bagi-bagi hasil korupsi mengumbar janji lidah bertulang bandung saja tangan ridwan kamil kemajuan banten tangan rano karno melempem perubahan suka mengumbar janji partai membiayai,candidate pair one candidate pair three debate style disgusting style making promises with no evidence candidate pair one candidate pair three party officials sharing out corruption proceeds making promises tongue with bones bandung only ridwan kamil's hand progress banten rano karno's hand limp change likes to make promises party finances,Negatif
pasangan calon tiga seimbang calon gubernur satu inovatif kemampuan tuan kamil pramono ketat nomor dua membingungkan gaya ide prabowo matang argumen berbelit belit,"three candidate pairs are balanced, gubernatorial candidate one is innovative, mr. kamil pramono's ability is strict, number two is confusing, prabowo's style of ideas is mature, convoluted arguments",Positif
tiga pasangan calon standar anies maaf,three pairs of standard candidates anies sorry,Negatif
kaya anies nomor urut tiga,like anies number three,Netral
orang jakarta betawi orang pendatang cocok pendapat masukan dharma akal pikiran masuk bicarakan semoga menang menyongsong jakarta maju bismillah,jakarta people betawi people newcomers suitable opinion input dharma reason mind enter talk hopefully win welcome jakarta forward bismillah,Positif
cocok tiga-tiganya memilih dharma kun saja,it suits all three to choose dharma kun only,Netral
bismillah abang doel,bismillah brother doel,Netral
pramono kesempatan dharma dunia intelijen pengaruh situasi indonesia data bocor dipakai asing memanfaatkan indonesia,pramono opportunity dharma world intelligence influence situation indonesia leaked data used by foreigners exploiting indonesia,Netral
berkaca pemilihan presiden rekam jejak kepemimpinan jawa barat semoga warga jakarta betawi cerdas memilih terpesona rangkaian utarakan pasangan calon satu,"reflecting on the presidential election, the track record of west java's leadership, hopefully the people of jakarta and betawi will be smart in choosing, fascinated by the series of statements by the candidate pair, one",Positif
pasangan calon nomor tiga visi misi teks buku banget pemimpin,candidate pair number three vision mission text book very leader,Positif
nomor tiga benar-benar mantap dipilih pengalaman bohong,number three is really solid chosen lying experience,Netral
tuan pramono bertele-tele gagasannya melayang realistis,"mr. pramono is long-winded, his ideas are realistic",Negatif
nomor dua tiga,number two three,Netral
tiga the terbaik,the three best,Positif
nomor tiga terbaik,number three best,Positif
tiga,three,Netral
solusi pasangan rido satu membebani negara subsidi tiga lengkap solusinya dua rakyat jakarta makmur sejahtera pilih satu,rido's couple solution one burdens the state with subsidies three complete solutions two prosperous jakarta people choose one,Positif
pramono rano daerah khusus ibukota satu daerah khusus ibukota dua,pramono rano special capital region one special capital region two,Positif
bismillah pramono rano the terbaik,bismillah pramono rano is the best,Positif
realistis program berjalan nomor tiga,realistic running program number three,Positif
nomor tiga,number three,Netral
pramono doel pilihan logis beban koalisinya berat konsentrasi membenahi jakarta sibuk dirusuhi partai-partai pendukung,"pramono doel is a logical choice, his coalition burden is heavy, he is concentrating on fixing jakarta, which is busy being disturbed by the supporting parties.",Positif
pasangan calon satu tiga terpilih beranikah melawan oligarki kebijakan merugikan rakyat diam takut uang terpilih boneka sutradara benar-benar pemimpin sejati pemimpin formal saja pemimpin sejati sutradara faktanya,candidate pair one three elected dare to fight oligarchy policies that harm the people are silent afraid of money elected puppet director is really a true leader formal leader only real leader director in fact,Negatif
rakyat jakarta cerdas tau pilihan pasangan calon satu tiga boneka sutradara sehebat apapun boneka sutradara berani melawan sutradara nyawa menghilang jakarta cerdas rakyat pilih pemimpin benar-benar takut tuhan membela rakyat membela uang membela oligarki cerdaslah jakarta disediakan pemimpin benar-benar membela rakyatnya,smart jakarta people know the choice of candidate pairs one three director dolls no matter how great the director dolls dare to fight the director lives disappear smart jakarta people choose a leader who is truly afraid of god defends the people defends money defends the oligarchy smart jakarta is provided with a leader who truly defends his people,Positif
memilih pramono rano pasukan warna warni manfaatnya,choose pramono rano colorful troops benefits,Positif
mendukung nomor tiga,support number three,Netral
sulit pilih tiga orang dua ya jawaban-jawabannya realistis semoga implementasi sesuai dijanjikan debat,"it's hard to choose three people, two of them, the answers are realistic, hopefully the implementation will be as promised in the debate",Negatif
tuan pramono abang doel bagus jawa barat kamil berubahnya signifikan mohon maaf,"mr. pramono, brother doel, is good, west java, kamil, the changes are significant, i apologize",Positif
nomor satu bagusnya gubernur selesai mengundurkan jawa barat selesai nomor dua berkorban idealis mandiri pernyataannya butuh mencerna seksama orang dengar pernyatannya pemikirannya patut coba beban partai wajar saja gugup awas mengikuti kaya nomor tiga bagus sosoknya gagasan bagus sayangnya pendukungnya sih takutnya perjalanan,number one it's good the governor has finished resigning west java is finished number two sacrifice idealist independent his statement needs to be digested carefully people listen to his statement his thinking is worth trying the burden of the party it's natural to be nervous be careful following rich number three good figure good ideas unfortunately his supporters are afraid of the journey,Positif
pilih suka mengaji saja abang doel,"just choose if you like reciting the koran, brother doel",Netral
nomor tiga lugas,number three is straightforward,Positif
nomor tiga kaleng kaleng visi misi nya semoga terpilih terpercaya,number three cans cans vision and mission hopefully chosen trustworthy,Netral
nomor tiga pramono rano,number three pramono rano,Netral
nomor tiga paham,number three understand,Netral
prabowo presidenku pramono gubernurku,prabowo my president pramono my governor,Netral
politik bawa-bawa betawi benyamin si menjabat beda fakta,politics involving betawi benyamin si in office different facts,Netral
tiga halo,three hellos,Netral
warga jawa barat ridwan kamil pengaruh gubernur bandingkan sih doel gubernur banten kemarin mengapai saja dibandingkan anies gubernur jakarta disamakan jawa barat banten luas dana dialihkan COVID-19 tiga kemarin diakui ridwan kamil urusan selesai anggaran jawa barat luasnya kali penduduk jakarta cuman satu total anggaran jakarta anies bagus ya anggarannya ditambah anggaran pendapatan belanja negara negara fair bandingkan ridwan kamil sih doel pengalaman gubernur urusan kota kabupaten ya protesnya wali kota bupati gubernur,west java residents ridwan kamil influence of the governor compare sih doel governor of banten yesterday why compared to anies governor of jakarta equated west java banten area funds diverted covid-19 three yesterday admitted ridwan kamil finished affairs west java budget area times jakarta population only one total jakarta budget anies good yes budget plus state revenue and expenditure budget fair compare ridwan kamil sih doel experience governor affairs city district yes protest mayor regent governor,Positif
pakai teks pasangan calon tiga kuno,use the old three candidate pair text,Positif
presiden mendukung prabowo daerah khusus jakarta wajib tuan pramono doel,the president supports prabowo special region of jakarta must be mister pramono doel,Positif
gubernur daerah khusus ibukota memfasiitasi warga satu balai warga kegiatan sanggar seni sanggar adat pernikahan lain-lain daerah padat rumah penduduknya memiliki kemampuan biaya acara pernikahan dua internet gratis jakarta wifi mendukung kegiatannya belajar mengajar tiga kegiatan edukasi mengelola limbah plastik nilai ekonomis terpenting meningkatkan kualitas masyarakat formal,the governor of the special capital region facilitates residents one community hall art studio activities traditional wedding studios others densely populated areas have the ability to pay for wedding events two free internet jakarta wifi supports teaching and learning activities three educational activities managing plastic waste the most important economic value is improving the quality of formal society,Positif
pramono rano jawabannya,pramono rano is the answer,Netral
tema populasi pasangan calon satu dua menyambung banget kecuali pasangan calon tiga,the population theme of candidate pairs one and two are very connected except for candidate pair three,Positif
tiga,three,Netral
pramono digendong sih doel,pramono is being carried by doel,Netral
tempatku jampang surade jawa barat mempersulit kartu tanda penduduk cepat menyuap menyuap tiga minggu,my place jampang surade west java makes it difficult to get a resident card quickly bribe bribe three weeks,Negatif
batasan pribumi warga betawi,indigenous betawi people's boundaries,Netral
tiga calon kuat,three strong candidates,Positif
calon gubernur nomor satu tiga visi misinya merakyat program elite,gubernatorial candidate number one three vision and mission is to reach the people elite program,Netral
orang jakarta menetap jakarta tangkap rano pasangan calon tolong menjatuhkan lawan personal tandingi gagasannya personal nya,"jakarta people stay in jakarta, arrest rano, candidate pair, please bring down your personal opponents, match your personal ideas",Negatif
jakarta orang betawi gubernurnya,jakarta is a betawi governor,Netral
pasangan calon satu tiga amanah mulyono,candidate pair one three amanah mulyono,Netral
nomor tiga ayo,number three come on,Netral
tuan pramono abang doel,"mr. pramono, brother doel",Netral
nya ridwan kamil memimpin ketimbang nomor dua nomor tiga,ridwan kamil is leading rather than number two and number three,Netral
sih betawi abang doel,you're a betawi brother,Netral
doel doel doel doel,doel doel doel doel,Netral
pramono doel oke kamil mengakui,pramono doel admits okay kamil admits,Positif
baca pasangan nomor tiga kepala programnya,read the number three pair of program heads,Netral
nomor tiga abang doel rano karno,number three brother doel rano karno,Netral
khawatir tuan rano karno loh menang mendukung loh berdoa allah semoga diridhai amin,"i'm worried that mr. rano karno will win, support him, pray to god that he will be pleased, amen",Positif
pramono cerdas sih doel tumpul,pramono is smart but doel is dull,Negatif
pasangan calon satu tiga oke pasangan calon dua mengaco,candidate pair one three okay candidate pair two is confusing,Positif
si doel mengena heran si doel saja dijadikan calon jakarta satu tuan pramono wakilnya saja,"si doel is surprised that si doel was made a candidate for jakarta satu, tuan pramono is his deputy",Positif
loh bahaya beasiswa verifikasi ulang usul sih doel mengaco,"oh, the danger of re-verifying scholarships is that your proposal is confusing.",Negatif
salam tiga jari,three finger salute,Netral
nomor satu boneka nomor tiga boneka,number one doll number three doll,Netral
nomor dua lawan satu terkesan melawan kotak kosong dua dimainkan perubahan tiga,number two against one impressed against empty box two played change three,Positif
pasangan calon calon gubernur jakarta tolong ya standar gelora karno pakai kampanye ya,"candidate pairs for governor of jakarta, please use karno's standard campaign",Netral
warga jawa barat mendukung nomor tiga,west java residents support number three,Netral
nomor satu sejalan presiden terpilih nomor dua sejalan pasangan calon nomor tiga dinamakan politik perbedaan eksekutif legislatif yudikatif,"number one in line with the elected president number two in line with the candidate pair number three is called the politics of differences between the executive, legislative and judiciary",Netral
coblos tiga tiga ya sih teman-teman,"vote three by three, friends",Netral
fiks nomor tiga nomor dua menyambung,fix number three number two continues,Netral
buka mata kartu disuntik tiga kali pajangan,open eyes card injected three times display,Netral
pramono rano kartu jakarta cerdas,pramono rano jakarta smart card,Positif
percaya isi ber tiga,believe in three contents,Netral
gue percaya orangnya saja sih doel,i just trust that person,Netral
pramono rano pilihanku,pramono rano is my choice,Netral
nomor tiga warga jakarta,number three jakarta citizen,Netral
nomor tiga,number three,Netral
permasalahan jakarta intinya solusinya tiga pendidikan pendidikan pendidikan menyentuh pendidikan pendidikan muncul peradaban,"jakarta's problem is basically the solution to three educations, education education touches education education, civilization emerges",Netral
pramono rano karno sederhana realistis,pramono rano karno simple realistic,Positif
tuan pramono bang doel cocok paham jakarta,"mr. pramono, bang doel is a good person who understands jakarta",Positif
pasangan calon tiga paham cocok juru bicara pemahamannya eksekusi kebijakan cenderung pasangan calon dua,candidate pair three understands the spokesperson's understanding of policy execution tends to candidate pair two,Netral
lumayan menguasai debat kali dominan nomor tiga terbiasa main level ya,"quite good at mastering the debate, dominant number three is used to playing at the level, yes",Positif
calon wakil gubernur dua kebudayaan jawabannya bagus budaya tanamkan aminkan nomor satu nomor tiga,candidate for deputy governor two cultures good answer culture instill amen number one number three,Positif
nomor tiga santai abang doel asli warga jakarta betawi menang,number three relaxed brother doel is a native of jakarta betawi who won,Netral
sih rano,damn it,Netral
kena hati ucapan nya pramono anung semoga beliau terpilih,"pramono anung's words touched my heart, hopefully he will be elected",Netral
nomor dua kesalahan parah menjilat nomor tiga aduh bintang tiga tuan pramono pencapaian dicapai orang hasil,number two serious mistake licking number three oh three stars sir pramono achievement achieved people results,Negatif
kesalahan sekak mat pramono berita saja judul pramono kena sekakmat,pramono's checkmate error news only title pramono checkmated,Netral
abang pramono anung abang rano doel karno rakyat warga masyarakat daerah khusus ibukota jakarta daerah khusus ibukota jakarta,brother pramono anung brother rano doel karno people citizens of the special capital region of jakarta special capital region of jakarta,Positif
prediksi urutan perolehan suara ridwan kamil satu pramono tiga dharma satu catat,prediction of the order of vote acquisition ridwan kamil one pramono three dharma one note,Netral
doel rano calon wakil gubernur,"doel rano, candidate for deputy governor",Netral
pramono rano karno memenangkan hati rakyat daerah khusus ibukota jakarta,pramono rano karno won the hearts of the people of the special capital region of jakarta,Positif
pramono doel nomor tiga jakarta menyala,pramono doel number three jakarta lights up,Netral
tiga tiga nya memuaskan muak partai pilih dua saja,"three of them are satisfying, sick of the party, just choose two",Negatif
orang jakarta suka debat ketiga pasangan calon visi misinya mudah dipahami ridwan kamil rido nomor dua maksudnya peradaban paham kaum generasi saja nomor tiga menekankan politik identitas,"jakarta people like to debate the three candidate pairs, their vision and mission are easy to understand, ridwan kamil rido, number two means civilization, understanding only the generation, number three emphasizes identity politics",Positif
pasangan calon tiga menyala,three candidate pairs lit up,Netral
satu tiga mengomong nya anggaran anggaran,one three talk about the budget,Netral
nomor tiga the terbaik pokoknya insya allah menyesal memilih tuan pramono abang rano,"number three is the best, god willing, i will regret choosing mr. pramono, abang rano",Positif
ketiga calon pilihan kecuali pasangan calon nomor satu salam pakai ridwan kamil tercinta semoga terpilih izin rido allah amin,"the three chosen candidates except for candidate pair number one, greetings from beloved ridwan kamil, may you be chosen with the permission of allah, amen",Positif
rano karno tangerang saja kemajuan saja,rano karno tangerang is just progress,Netral
lucu pasangan calon satu orang bandung paham kebutuhan kondisi jakarta pasangan calon dua kemarin skandal menimpa pasangan calon tiga mohon maaf petugas partai latar memimpin rano karno lihat banten perubahan signifikan pemilihan presiden kemarin bulat mendukung prabowo pendukung jokowi memilih ridwan kamil beliau koalisi koalisi indonesia maju tunggu batas lihat memegang jakarta memegang jakarta berdampak sepuluh juta warga jakarta juta warga jakarta bogor depok tangerang bekasi,funny candidate pair one person bandung understands the needs of jakarta conditions candidate pair two yesterday scandal hit candidate pair three apologize party officials background lead rano karno see banten significant changes yesterday's presidential election unanimously support prabowo supporters jokowi choose ridwan kamil he coalition coalition indonesia forward wait limit see holding jakarta holding jakarta impact ten million jakarta residents million jakarta residents bogor depok tangerang bekasi,Positif
coblos ketiganya saja,just vote for all three,Netral
pramono rano the terbaik,pramono rano the best,Positif
nomor dua tiga penghibur menang,number two three entertainers win,Positif
tiga pemenangnya,the three winners,Netral
nomor tiga pemenangnya jawa jawa betawi menyala abangnya,number three the winner is javanese javanese betawi lights up his brother,Netral
nomor dua tiga mendominasi komentar menang tertawa semoga terpilih sesuai hati masyarakat,number two three dominates comments win laugh hopefully chosen according to people's hearts,Positif
laksanakan dharma pemimpin hebat bawahan sutradara bawahan globalisasi ujung-ujungnya rakyat tumbal pilih pemimpin patuh tuhan patuh uang sutradara pilih satu tiga mental takut uang nasib rakyat tumbal calon kebanggaan ilusi boneka sutradara patuh uang,carry out the dharma of a great leader subordinates director subordinates globalization in the end the people are sacrificed choose a leader obey god obey money director choose one three mentality fear money fate of the people sacrificed candidate pride illusion puppet director obey money,Positif
nomor dua boneka kartu tanda penduduk masyarakat jakarta mencuri pilih mandiri kaya satu dua saja nomor tiga jakarta menyala,number two jakarta residents' identity card doll steals choose independent rich one or two only number three jakarta lights up,Positif
satu tiga,one three,Netral
pramono rano,pramono rano,Netral
tiga nyata gampang terwujud populis sederhana,three real easy to realize simple populist,Positif
jakarta menyala tuan pramono abang doel,"jakarta is on fire, mr. pramono, brother doel",Netral
semoga doel menang,hopefully doel wins,Positif
salah pilihan pemilihan presiden pramono rano terbaik menyala,wrong choice of presidential election pramono rano best lit,Positif
tiga calon lawak,three comedian candidates,Netral
mengatasi problematika kemacetan satu kawasan pusat bisnis wilayah satu kantor saja isi karyawan nya daerah jakarta bogor depok tangerang bekasi dua adab antre mengubah menambah orang antre tuan kekurangan kuota transportasi tiga berfokus transjakarta saja transjabodetabek logis faktanya orang membawa kendaraan pribadi jakarta rata-rata jakarta fiks nomor tiga paham problematika jakarta,"overcome the problem of traffic jams in one central business district, one office only, fill it with employees, jakarta, bogor, depok, tangerang, bekasi, two, queuing manners, change, add people to the queue, sir, lack of transportation quota, three, focus on transjakarta only, transjabodetabek, logical, in fact, people bring private vehicles, jakarta, on average, jakarta is fixed, number three, understand the problems of jakarta",Positif
solusinya menyarankan coblos tiga pasangan calon ya terima kasih sok,"the solution is to suggest voting for three pairs of candidates, thank you, bro.",Netral
nomor satu tiga aktor belakangnya,number one three actors behind him,Negatif
ayo mendukung sih doel,come on support sih doel,Netral
berkompeten tuan pramono abang doel nomor tiga anak muda butuh kerja butuh peningkatan skill bersaing,"competent mr. pramono, brother doel, number three, young people need work, need to improve their competitive skills",Positif
pramono doel tiga,pramono doel three,Netral
nomor tiga,number three,Netral
asli fiks nomor tiga pilihan,original fix number three choice,Positif
nomor tiga memimpin jakarta ketimbang nomor dua satu,number three leads jakarta than number two one,Netral
jakarta mania pilih nomor tiga,jakarta mania choose number three,Netral
cerdas pilih pramono sayangnya kartu tanda penduduk daerah khusus jakarta pemilih prabowo,smart vote for pramono unfortunately the jakarta special region resident card is a prabowo voter,Positif
iya partai demokrasi indonesia perjuangan bergabung prabowo indonesia oposisi menghargai pilih pramono ya tertawa,yes the indonesian democratic party struggle joins prabowo indonesia opposition respects choose pramono yes laugh,Positif
pengguna media sosial dibayar ya gue konsisten banget pramono rano,social media users get paid yes i am very consistent pramono rano,Positif
pramono doel pilihan masyarakat jakarta kebutuhan masyarakat jakarta,"pramono doel, the choice of the people of jakarta, the needs of the people of jakarta",Netral
pramono anum insinyur,pramono anum engineer,Netral
pilih nomor dua mandiri pilih satu tiga saja apa-apa susah mah,"choose number two independently choose one or three only, nothing is difficult",Negatif
nomor tiga butuhkan,number three need,Netral
pokoknya nomor tiga,basically number three,Netral
nomor urut dua ber kekuatan ber niat calon gubernur jakarta bertugas memecahkan suara satu tiga,"number two has the power to intend to be a candidate for governor of jakarta, tasked with breaking the one to three vote gap",Netral
tuan pramono iya,"mr. pramono, yes",Netral
pasangan calon nomor satu bagus pasangan calon nomor tiga pemenang berantas judi daring perusak generasi saja,"candidate pair number one is good candidate pair number three is the winner, eradicate online gambling, it just destroys the generation",Positif
pasangan calon janji debat presiden janji memimpin takdir nya bicara pasangan calon nomor tiga judi daring berantas tertawa,candidate pair promises presidential debate promises to lead his destiny talk candidate pair number three online gambling eradicate laugh,Positif
tuan pramono paham kebutuhan masyarakat jakarta,mr. pramono understands the needs of the people of jakarta,Netral
lihat debat nomor tiga menguasai,see debate number three dominate,Netral
